CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,customer,product,responsible_section,service_level,service_type,support_section,workgroup
Case 1022,2,"['Assign seriousness', 'Assign seriousness']","['Value 1', 'Value 1']","[0.0, 13.0]","[nan, 13.0]","[3.0, 3.0]","[60940.0, 60953.0]",Value 1,Value 167,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1022,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1', 'Value 2']","[0.0, 13.0, 500645.0]","[nan, 13.0, 500632.0]","[3.0, 3.0, 2.0]","[60940.0, 60953.0, 43185.0]",Value 1,Value 167,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1022,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 2', 'Value 2']","[0.0, 13.0, 500645.0, 582239.0]","[nan, 13.0, 500632.0, 81594.0]","[3.0, 3.0, 2.0, 3.0]","[60940.0, 60953.0, 43185.0, 38379.0]",Value 1,Value 167,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1022,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 2', 'Value 2', 'Value 5']","[0.0, 13.0, 500645.0, 582239.0, 2851495.0]","[nan, 13.0, 500632.0, 81594.0, 2269256.0]","[3.0, 3.0, 2.0, 3.0, 1.0]","[60940.0, 60953.0, 43185.0, 38379.0, 61235.0]",Value 1,Value 167,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1023,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[34770.0],Value 1,Value 237,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1023,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 2']","[0.0, 1395318.0]","[nan, 1395318.0]","[1.0, 3.0]","[34770.0, 47688.0]",Value 1,Value 237,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1023,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 1395318.0, 1395318.0]","[nan, 1395318.0, 1395318.0]","[1.0, 3.0, 3.0]","[34770.0, 47688.0, 47688.0]",Value 1,Value 237,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1023,4,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 3']","[0.0, 1395318.0, 1395318.0, 2687736.0]","[nan, 1395318.0, 1395318.0, 1292418.0]","[1.0, 3.0, 3.0, 4.0]","[34770.0, 47688.0, 47688.0, 44106.0]",Value 1,Value 237,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1025,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[4.0],[34918.0],Value 1,Value 241,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1025,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 36.0]","[nan, 36.0]","[4.0, 4.0]","[34918.0, 34954.0]",Value 1,Value 241,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1025,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 2']","[0.0, 36.0, 621781.0]","[nan, 36.0, 621745.0]","[4.0, 4.0, 4.0]","[34918.0, 34954.0, 51899.0]",Value 1,Value 241,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1025,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2']","[0.0, 36.0, 621781.0, 2872813.0]","[nan, 36.0, 621745.0, 2251032.0]","[4.0, 4.0, 4.0, 2.0]","[34918.0, 34954.0, 51899.0, 56531.0]",Value 1,Value 241,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1025,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 36.0, 621781.0, 2872813.0, 2872822.0]","[nan, 36.0, 621745.0, 2251032.0, 9.0]","[4.0, 4.0, 4.0, 2.0, 2.0]","[34918.0, 34954.0, 51899.0, 56531.0, 56540.0]",Value 1,Value 241,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1025,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 36.0, 621781.0, 2872813.0, 2872822.0, 4168838.0]","[nan, 36.0, 621745.0, 2251032.0, 9.0, 1296016.0]","[4.0, 4.0, 4.0, 2.0, 2.0, 3.0]","[34918.0, 34954.0, 51899.0, 56531.0, 56540.0, 56556.0]",Value 1,Value 241,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1026,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[0.0],[57372.0],Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1026,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[0.0, 578493.0]","[nan, 578493.0]","[0.0, 0.0]","[57372.0, 31065.0]",Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1026,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 14', 'Value 2', 'Value 4']","[0.0, 578493.0, 578511.0]","[nan, 578493.0, 18.0]","[0.0, 0.0, 0.0]","[57372.0, 31065.0, 31083.0]",Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1026,4,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 4', 'Value 4']","[0.0, 578493.0, 578511.0, 1901314.0]","[nan, 578493.0, 18.0, 1322803.0]","[0.0, 0.0, 0.0, 1.0]","[57372.0, 31065.0, 31083.0, 57886.0]",Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1026,5,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade', 'Resolve ticket', 'Closed']","['Value 14', 'Value 2', 'Value 4', 'Value 4', 'Value 3']","[0.0, 578493.0, 578511.0, 1901314.0, 3197328.0]","[nan, 578493.0, 18.0, 1322803.0, 1296014.0]","[0.0, 0.0, 0.0, 1.0, 2.0]","[57372.0, 31065.0, 31083.0, 57886.0, 57900.0]",Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1027,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[48973.0],Value 1,Value 74,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1104425.0]","[nan, 1104425.0]","[1.0, 0.0]","[48973.0, 30198.0]",Value 1,Value 74,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 14']","[0.0, 1104425.0, 1129308.0]","[nan, 1104425.0, 24883.0]","[1.0, 0.0, 0.0]","[48973.0, 30198.0, 55081.0]",Value 1,Value 74,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 14', 'Value 14']","[0.0, 1104425.0, 1129308.0, 2491023.0]","[nan, 1104425.0, 24883.0, 1361715.0]","[1.0, 0.0, 0.0, 2.0]","[48973.0, 30198.0, 55081.0, 34396.0]",Value 1,Value 74,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 14', 'Value 14', 'Value 3']","[0.0, 1104425.0, 1129308.0, 2491023.0, 3787037.0]","[nan, 1104425.0, 24883.0, 1361715.0, 1296014.0]","[1.0, 0.0, 0.0, 2.0, 3.0]","[48973.0, 30198.0, 55081.0, 34396.0, 34410.0]",Value 1,Value 74,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1028,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[30702.0],Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1028,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 6']","[0.0, 1476843.0]","[nan, 1476843.0]","[1.0, 4.0]","[30702.0, 38745.0]",Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1028,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 6', 'Value 6']","[0.0, 1476843.0, 1476864.0]","[nan, 1476843.0, 21.0]","[1.0, 4.0, 4.0]","[30702.0, 38745.0, 38766.0]",Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1028,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 6', 'Value 6', 'Value 5']","[0.0, 1476843.0, 1476864.0, 2772884.0]","[nan, 1476843.0, 21.0, 1296020.0]","[1.0, 4.0, 4.0, 5.0]","[30702.0, 38745.0, 38766.0, 38786.0]",Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1029,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[33928.0],Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1029,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 10']","[0.0, 14230.0]","[nan, 14230.0]","[2.0, 2.0]","[33928.0, 48158.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1029,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 10', 'Value 1']","[0.0, 14230.0, 15324.0]","[nan, 14230.0, 1094.0]","[2.0, 2.0, 2.0]","[33928.0, 48158.0, 49252.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1029,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 10', 'Value 1', 'Value 5']","[0.0, 14230.0, 15324.0, 2678700.0]","[nan, 14230.0, 1094.0, 2663376.0]","[2.0, 2.0, 2.0, 5.0]","[33928.0, 48158.0, 49252.0, 34228.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1030,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[34852.0],Value 1,Value 110,Value 3,Value 3,Value 2,Value 1,Value 6,Value 1
Case 1030,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[0.0, 13.0]","[nan, 13.0]","[3.0, 3.0]","[34852.0, 34865.0]",Value 1,Value 110,Value 3,Value 3,Value 2,Value 1,Value 6,Value 1
Case 1030,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 13.0, 31.0]","[nan, 13.0, 18.0]","[3.0, 3.0, 3.0]","[34852.0, 34865.0, 34883.0]",Value 1,Value 110,Value 3,Value 3,Value 2,Value 1,Value 6,Value 1
Case 1030,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Create SW anomaly']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 13.0, 31.0, 41.0]","[nan, 13.0, 18.0, 10.0]","[3.0, 3.0, 3.0, 3.0]","[34852.0, 34865.0, 34883.0, 34893.0]",Value 1,Value 110,Value 3,Value 3,Value 2,Value 1,Value 6,Value 1
Case 1030,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 13.0, 31.0, 41.0, 1571079.0]","[nan, 13.0, 18.0, 10.0, 1571038.0]","[3.0, 3.0, 3.0, 3.0, 0.0]","[34852.0, 34865.0, 34883.0, 34893.0, 50731.0]",Value 1,Value 110,Value 3,Value 3,Value 2,Value 1,Value 6,Value 1
Case 1030,6,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 13.0, 31.0, 41.0, 1571079.0, 2867092.0]","[nan, 13.0, 18.0, 10.0, 1571038.0, 1296013.0]","[3.0, 3.0, 3.0, 3.0, 0.0, 1.0]","[34852.0, 34865.0, 34883.0, 34893.0, 50731.0, 50744.0]",Value 1,Value 110,Value 3,Value 3,Value 2,Value 1,Value 6,Value 1
Case 1034,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[30143.0],Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1034,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 295.0]","[nan, 295.0]","[1.0, 1.0]","[30143.0, 30438.0]",Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1034,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 4']","[0.0, 295.0, 12487.0]","[nan, 295.0, 12192.0]","[1.0, 1.0, 1.0]","[30143.0, 30438.0, 42630.0]",Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1034,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 4', 'Value 5']","[0.0, 295.0, 12487.0, 2678887.0]","[nan, 295.0, 12192.0, 2666400.0]","[1.0, 1.0, 1.0, 4.0]","[30143.0, 30438.0, 42630.0, 30630.0]",Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[0.0],[47998.0],Value 1,Value 23,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,2,"['Assign seriousness', 'Assign seriousness']","['Value 9', 'Value 2']","[0.0, 12163.0]","[nan, 12163.0]","[0.0, 0.0]","[47998.0, 60161.0]",Value 1,Value 23,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 2', 'Value 2']","[0.0, 12163.0, 12172.0]","[nan, 12163.0, 9.0]","[0.0, 0.0, 0.0]","[47998.0, 60161.0, 60170.0]",Value 1,Value 23,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 2', 'Value 2', 'Value 9']","[0.0, 12163.0, 12172.0, 70799.0]","[nan, 12163.0, 9.0, 58627.0]","[0.0, 0.0, 0.0, 1.0]","[47998.0, 60161.0, 60170.0, 32397.0]",Value 1,Value 23,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 2', 'Value 2', 'Value 9', 'Value 2']","[0.0, 12163.0, 12172.0, 70799.0, 185863.0]","[nan, 12163.0, 9.0, 58627.0, 115064.0]","[0.0, 0.0, 0.0, 1.0, 2.0]","[47998.0, 60161.0, 60170.0, 32397.0, 61061.0]",Value 1,Value 23,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,6,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 2', 'Value 2', 'Value 9', 'Value 2', 'Value 2']","[0.0, 12163.0, 12172.0, 70799.0, 185863.0, 185885.0]","[nan, 12163.0, 9.0, 58627.0, 115064.0, 22.0]","[0.0, 0.0, 0.0, 1.0, 2.0, 2.0]","[47998.0, 60161.0, 60170.0, 32397.0, 61061.0, 61083.0]",Value 1,Value 23,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,7,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 9', 'Value 2', 'Value 2', 'Value 9', 'Value 2', 'Value 2', 'Value 5']","[0.0, 12163.0, 12172.0, 70799.0, 185863.0, 185885.0, 2777899.0]","[nan, 12163.0, 9.0, 58627.0, 115064.0, 22.0, 2592014.0]","[0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 4.0]","[47998.0, 60161.0, 60170.0, 32397.0, 61061.0, 61083.0, 61097.0]",Value 1,Value 23,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[56299.0],Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 8.0]","[nan, 8.0]","[1.0, 1.0]","[56299.0, 56307.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 82638.0]","[nan, 8.0, 82630.0]","[1.0, 1.0, 2.0]","[56299.0, 56307.0, 52537.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 82638.0, 86072.0]","[nan, 8.0, 82630.0, 3434.0]","[1.0, 1.0, 2.0, 2.0]","[56299.0, 56307.0, 52537.0, 55971.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 82638.0, 86072.0, 248528.0]","[nan, 8.0, 82630.0, 3434.0, 162456.0]","[1.0, 1.0, 2.0, 2.0, 4.0]","[56299.0, 56307.0, 52537.0, 55971.0, 45627.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 8.0, 82638.0, 86072.0, 248528.0, 2736162.0]","[nan, 8.0, 82630.0, 3434.0, 162456.0, 2487634.0]","[1.0, 1.0, 2.0, 2.0, 4.0, 5.0]","[56299.0, 56307.0, 52537.0, 55971.0, 45627.0, 27661.0]",Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[36675.0],Value 1,Value 53,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 1']","[0.0, 469.0]","[nan, 469.0]","[0.0, 0.0]","[36675.0, 37144.0]",Value 1,Value 53,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 1', 'Value 1']","[0.0, 469.0, 3102.0]","[nan, 469.0, 2633.0]","[0.0, 0.0, 0.0]","[36675.0, 37144.0, 39777.0]",Value 1,Value 53,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 1', 'Value 1', 'Value 5']","[0.0, 469.0, 3102.0, 3978553.0]","[nan, 469.0, 2633.0, 3975451.0]","[0.0, 0.0, 0.0, 4.0]","[36675.0, 37144.0, 39777.0, 40828.0]",Value 1,Value 53,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 104,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[30899.0],Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 4
Case 104,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 17']","[0.0, 3461.0]","[nan, 3461.0]","[3.0, 3.0]","[30899.0, 34360.0]",Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 4
Case 104,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 17', 'Value 17']","[0.0, 3461.0, 3565.0]","[nan, 3461.0, 104.0]","[3.0, 3.0, 3.0]","[30899.0, 34360.0, 34464.0]",Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 4
Case 104,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 17', 'Value 17', 'Value 5']","[0.0, 3461.0, 3565.0, 3197257.0]","[nan, 3461.0, 104.0, 3193692.0]","[3.0, 3.0, 3.0, 5.0]","[30899.0, 34360.0, 34464.0, 31356.0]",Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 4
Case 1042,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[30172.0],Value 1,Value 99,Value 14,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 6286.0]","[nan, 6286.0]","[2.0, 2.0]","[30172.0, 36458.0]",Value 1,Value 99,Value 14,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 6286.0, 21697.0]","[nan, 6286.0, 15411.0]","[2.0, 2.0, 2.0]","[30172.0, 36458.0, 51869.0]",Value 1,Value 99,Value 14,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 9', 'Value 9', 'Value 5']","[0.0, 6286.0, 21697.0, 2678849.0]","[nan, 6286.0, 15411.0, 2657152.0]","[2.0, 2.0, 2.0, 5.0]","[30172.0, 36458.0, 51869.0, 30621.0]",Value 1,Value 99,Value 14,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[3.0],[30546.0],Value 1,Value 34,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[0.0, 370657.0]","[nan, 370657.0]","[3.0, 0.0]","[30546.0, 55603.0]",Value 1,Value 34,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2']","[0.0, 370657.0, 632129.0]","[nan, 370657.0, 261472.0]","[3.0, 0.0, 3.0]","[30546.0, 55603.0, 57875.0]",Value 1,Value 34,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 2']","[0.0, 370657.0, 632129.0, 2768360.0]","[nan, 370657.0, 261472.0, 2136231.0]","[3.0, 0.0, 3.0, 0.0]","[30546.0, 55603.0, 57875.0, 34106.0]",Value 1,Value 34,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 4', 'Value 2', 'Value 2', 'Value 2', 'Value 3']","[0.0, 370657.0, 632129.0, 2768360.0, 4064380.0]","[nan, 370657.0, 261472.0, 2136231.0, 1296020.0]","[3.0, 0.0, 3.0, 0.0, 1.0]","[30546.0, 55603.0, 57875.0, 34106.0, 34126.0]",Value 1,Value 34,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1044,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[53113.0],Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 16']","[0.0, 351347.0]","[nan, 351347.0]","[3.0, 0.0]","[53113.0, 58860.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0]","[nan, 351347.0, 2964.0]","[3.0, 0.0, 0.0]","[53113.0, 58860.0, 61824.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0]","[nan, 351347.0, 2964.0, 54651.0]","[3.0, 0.0, 0.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0, 410383.0]","[nan, 351347.0, 2964.0, 54651.0, 1421.0]","[3.0, 0.0, 0.0, 1.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0, 31496.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0, 410383.0, 412864.0]","[nan, 351347.0, 2964.0, 54651.0, 1421.0, 2481.0]","[3.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0, 31496.0, 33977.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,7,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0, 410383.0, 412864.0, 412976.0]","[nan, 351347.0, 2964.0, 54651.0, 1421.0, 2481.0, 112.0]","[3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0, 31496.0, 33977.0, 34089.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
