case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:Amount
declaration 100090,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 8.0, 231552.0, 234699.0, 519603.0]","[nan, 8.0, 231544.0, 3147.0, 284904.0]","[4.0, 4.0, 0.0, 0.0, 3.0]","[61848.0, 61856.0, 34200.0, 37347.0, 63051.0]",30.594992086961387
declaration 100100,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[5.0],[68107.0],60.5427209937252
declaration 100100,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 28.0]","[nan, 28.0]","[5.0, 5.0]","[68107.0, 68135.0]",60.5427209937252
declaration 100100,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 28.0, 141036.0]","[nan, 28.0, 141008.0]","[5.0, 5.0, 0.0]","[68107.0, 68135.0, 36343.0]",60.5427209937252
declaration 100100,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 28.0, 141036.0, 224202.0]","[nan, 28.0, 141008.0, 83166.0]","[5.0, 5.0, 0.0, 1.0]","[68107.0, 68135.0, 36343.0, 33109.0]",60.5427209937252
declaration 100100,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 28.0, 141036.0, 224202.0, 426944.0]","[nan, 28.0, 141008.0, 83166.0, 202742.0]","[5.0, 5.0, 0.0, 1.0, 3.0]","[68107.0, 68135.0, 36343.0, 33109.0, 63051.0]",60.5427209937252
declaration 100111,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[36193.0],41.74268207267932
declaration 100111,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 4.0]","[nan, 4.0]","[6.0, 6.0]","[36193.0, 36197.0]",41.74268207267932
declaration 100111,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 4.0, 83672.0]","[nan, 4.0, 83668.0]","[6.0, 6.0, 0.0]","[36193.0, 36197.0, 33465.0]",41.74268207267932
declaration 100111,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 4.0, 83672.0, 706828.0]","[nan, 4.0, 83668.0, 623156.0]","[6.0, 6.0, 0.0, 0.0]","[36193.0, 36197.0, 33465.0, 51821.0]",41.74268207267932
declaration 100111,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 4.0, 83672.0, 706828.0, 977282.0]","[nan, 4.0, 83668.0, 623156.0, 270454.0]","[6.0, 6.0, 0.0, 0.0, 3.0]","[36193.0, 36197.0, 33465.0, 51821.0, 63075.0]",41.74268207267932
declaration 100116,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[38589.0],78.94376717277824
declaration 100116,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 163.0]","[nan, 163.0]","[6.0, 6.0]","[38589.0, 38752.0]",78.94376717277824
declaration 100116,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 163.0, 84279.0]","[nan, 163.0, 84116.0]","[6.0, 6.0, 0.0]","[38589.0, 38752.0, 36468.0]",78.94376717277824
declaration 100116,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 163.0, 84279.0, 171779.0]","[nan, 163.0, 84116.0, 87500.0]","[6.0, 6.0, 0.0, 1.0]","[38589.0, 38752.0, 36468.0, 37568.0]",78.94376717277824
declaration 100116,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 163.0, 84279.0, 171779.0, 171780.0]","[nan, 163.0, 84116.0, 87500.0, 1.0]","[6.0, 6.0, 0.0, 1.0, 1.0]","[38589.0, 38752.0, 36468.0, 37568.0, 37569.0]",78.94376717277824
declaration 100116,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 163.0, 84279.0, 171779.0, 171780.0, 370062.0]","[nan, 163.0, 84116.0, 87500.0, 1.0, 198282.0]","[6.0, 6.0, 0.0, 1.0, 1.0, 3.0]","[38589.0, 38752.0, 36468.0, 37568.0, 37569.0, 63051.0]",78.94376717277824
declaration 100122,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[38766.0],78.94376717277824
declaration 100122,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 284.0]","[nan, 284.0]","[6.0, 6.0]","[38766.0, 39050.0]",78.94376717277824
declaration 100122,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 284.0, 84165.0]","[nan, 284.0, 83881.0]","[6.0, 6.0, 0.0]","[38766.0, 39050.0, 36531.0]",78.94376717277824
declaration 100122,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 284.0, 84165.0, 84311.0]","[nan, 284.0, 83881.0, 146.0]","[6.0, 6.0, 0.0, 0.0]","[38766.0, 39050.0, 36531.0, 36677.0]",78.94376717277824
declaration 100122,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 284.0, 84165.0, 84311.0, 84323.0]","[nan, 284.0, 83881.0, 146.0, 12.0]","[6.0, 6.0, 0.0, 0.0, 0.0]","[38766.0, 39050.0, 36531.0, 36677.0, 36689.0]",78.94376717277824
declaration 100122,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 284.0, 84165.0, 84311.0, 84323.0, 89020.0]","[nan, 284.0, 83881.0, 146.0, 12.0, 4697.0]","[6.0, 6.0, 0.0, 0.0, 0.0, 0.0]","[38766.0, 39050.0, 36531.0, 36677.0, 36689.0, 41386.0]",78.94376717277824
declaration 100122,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 284.0, 84165.0, 84311.0, 84323.0, 89020.0, 171600.0]","[nan, 284.0, 83881.0, 146.0, 12.0, 4697.0, 82580.0]","[6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[38766.0, 39050.0, 36531.0, 36677.0, 36689.0, 41386.0, 37566.0]",78.94376717277824
declaration 100122,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 284.0, 84165.0, 84311.0, 84323.0, 89020.0, 171600.0, 171601.0]","[nan, 284.0, 83881.0, 146.0, 12.0, 4697.0, 82580.0, 1.0]","[6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[38766.0, 39050.0, 36531.0, 36677.0, 36689.0, 41386.0, 37566.0, 37567.0]",78.94376717277824
declaration 100122,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 284.0, 84165.0, 84311.0, 84323.0, 89020.0, 171600.0, 171601.0, 369885.0]","[nan, 284.0, 83881.0, 146.0, 12.0, 4697.0, 82580.0, 1.0, 198284.0]","[6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0]","[38766.0, 39050.0, 36531.0, 36677.0, 36689.0, 41386.0, 37566.0, 37567.0, 63051.0]",78.94376717277824
declaration 100137,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[39685.0],46.75856168834201
declaration 100137,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 366.0]","[nan, 366.0]","[6.0, 6.0]","[39685.0, 40051.0]",46.75856168834201
declaration 100137,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 366.0, 85661.0]","[nan, 366.0, 85295.0]","[6.0, 6.0, 0.0]","[39685.0, 40051.0, 38946.0]",46.75856168834201
declaration 100137,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 366.0, 85661.0, 670467.0]","[nan, 366.0, 85295.0, 584806.0]","[6.0, 6.0, 0.0, 0.0]","[39685.0, 40051.0, 38946.0, 18952.0]",46.75856168834201
declaration 100137,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 366.0, 85661.0, 670467.0, 766416.0]","[nan, 366.0, 85295.0, 584806.0, 95949.0]","[6.0, 6.0, 0.0, 0.0, 1.0]","[39685.0, 40051.0, 38946.0, 18952.0, 28501.0]",46.75856168834201
declaration 100137,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 366.0, 85661.0, 670467.0, 766416.0, 973790.0]","[nan, 366.0, 85295.0, 584806.0, 95949.0, 207374.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 3.0]","[39685.0, 40051.0, 38946.0, 18952.0, 28501.0, 63075.0]",46.75856168834201
declaration 100143,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[44466.0],155.9774892946609
declaration 100143,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 107.0]","[nan, 107.0]","[6.0, 6.0]","[44466.0, 44573.0]",155.9774892946609
declaration 100143,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 107.0, 73447.0]","[nan, 107.0, 73340.0]","[6.0, 6.0, 0.0]","[44466.0, 44573.0, 31513.0]",155.9774892946609
declaration 100143,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 107.0, 73447.0, 161321.0]","[nan, 107.0, 73340.0, 87874.0]","[6.0, 6.0, 0.0, 1.0]","[44466.0, 44573.0, 31513.0, 32987.0]",155.9774892946609
declaration 100143,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 107.0, 73447.0, 161321.0, 185059.0]","[nan, 107.0, 73340.0, 87874.0, 23738.0]","[6.0, 6.0, 0.0, 1.0, 1.0]","[44466.0, 44573.0, 31513.0, 32987.0, 56725.0]",155.9774892946609
declaration 100143,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 107.0, 73447.0, 161321.0, 185059.0, 364185.0]","[nan, 107.0, 73340.0, 87874.0, 23738.0, 179126.0]","[6.0, 6.0, 0.0, 1.0, 1.0, 3.0]","[44466.0, 44573.0, 31513.0, 32987.0, 56725.0, 63051.0]",155.9774892946609
declaration 100160,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[30220.0],71.18049382332855
declaration 100160,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 7.0]","[nan, 7.0]","[0.0, 0.0]","[30220.0, 30227.0]",71.18049382332855
declaration 100160,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 7.0, 16991.0]","[nan, 7.0, 16984.0]","[0.0, 0.0, 0.0]","[30220.0, 30227.0, 47211.0]",71.18049382332855
declaration 100160,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 7.0, 16991.0, 86089.0]","[nan, 7.0, 16984.0, 69098.0]","[0.0, 0.0, 0.0, 1.0]","[30220.0, 30227.0, 47211.0, 29909.0]",71.18049382332855
declaration 100160,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 7.0, 16991.0, 86089.0, 86650.0]","[nan, 7.0, 16984.0, 69098.0, 561.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[30220.0, 30227.0, 47211.0, 29909.0, 30470.0]",71.18049382332855
declaration 100160,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 7.0, 16991.0, 86089.0, 86650.0, 292031.0]","[nan, 7.0, 16984.0, 69098.0, 561.0, 205381.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 3.0]","[30220.0, 30227.0, 47211.0, 29909.0, 30470.0, 63051.0]",71.18049382332855
declaration 100166,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[31782.0],49.9696330211502
declaration 100166,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 9.0]","[nan, 9.0]","[0.0, 0.0]","[31782.0, 31791.0]",49.9696330211502
declaration 100166,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 9.0, 4418.0]","[nan, 9.0, 4409.0]","[0.0, 0.0, 0.0]","[31782.0, 31791.0, 36200.0]",49.9696330211502
declaration 100166,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 9.0, 4418.0, 286552.0]","[nan, 9.0, 4409.0, 282134.0]","[0.0, 0.0, 0.0, 3.0]","[31782.0, 31791.0, 36200.0, 59134.0]",49.9696330211502
declaration 100166,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 9.0, 4418.0, 286552.0, 686362.0]","[nan, 9.0, 4409.0, 282134.0, 399810.0]","[0.0, 0.0, 0.0, 3.0, 1.0]","[31782.0, 31791.0, 36200.0, 59134.0, 26944.0]",49.9696330211502
declaration 100166,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 9.0, 4418.0, 286552.0, 686362.0, 895293.0]","[nan, 9.0, 4409.0, 282134.0, 399810.0, 208931.0]","[0.0, 0.0, 0.0, 3.0, 1.0, 3.0]","[31782.0, 31791.0, 36200.0, 59134.0, 26944.0, 63075.0]",49.9696330211502
declaration 100172,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[31914.0],73.5896055474029
declaration 100172,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[0.0, 0.0]","[31914.0, 31917.0]",73.5896055474029
declaration 100172,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 3.0, 15985.0]","[nan, 3.0, 15982.0]","[0.0, 0.0, 0.0]","[31914.0, 31917.0, 47899.0]",73.5896055474029
declaration 100172,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 15985.0, 29048.0]","[nan, 3.0, 15982.0, 13063.0]","[0.0, 0.0, 0.0, 0.0]","[31914.0, 31917.0, 47899.0, 60962.0]",73.5896055474029
