case:concept:name,prefix_length,concept:name,org:resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day
c14,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['0', '49', '28', '23', '31', '41', '31']","[0.0, 230881.5, 241572.265625, 250415.765625, 257173.625, 274981.75, 335720.9375]","[nan, 230881.5, 10690.76953125, 8843.501953125, 6757.8623046875, 17808.107421875, 60739.21484375]","[4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[59684.0, 31366.0, 42056.0, 50900.0, 57658.0, 75466.0, 49805.0]"
c16,1,['RECEPTION'],['47'],[0.0],[nan],[4.0],[74341.0]
c16,2,"['RECEPTION', 'DISASSEMBLY']","['47', '25']","[0.0, 230391.734375]","[nan, 230391.734375]","[4.0, 0.0]","[74341.0, 45533.0]"
c16,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['47', '25', '17']","[0.0, 230391.734375, 240576.109375]","[nan, 230391.734375, 10184.365234375]","[4.0, 0.0, 0.0]","[74341.0, 45533.0, 55717.0]"
c16,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['47', '25', '17', '7']","[0.0, 230391.734375, 240576.109375, 253385.8125]","[nan, 230391.734375, 10184.365234375, 12809.6982421875]","[4.0, 0.0, 0.0, 0.0]","[74341.0, 45533.0, 55717.0, 68527.0]"
c16,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'REPAIR']","['47', '25', '17', '7', '0']","[0.0, 230391.734375, 240576.109375, 253385.8125, 320896.0]","[nan, 230391.734375, 10184.365234375, 12809.6982421875, 67510.203125]","[4.0, 0.0, 0.0, 0.0, 1.0]","[74341.0, 45533.0, 55717.0, 68527.0, 49637.0]"
c16,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'REPAIR', 'QUALITY_CONTROL']","['47', '25', '17', '7', '0', '31']","[0.0, 230391.734375, 240576.109375, 253385.8125, 320896.0, 324589.4375]","[nan, 230391.734375, 10184.365234375, 12809.6982421875, 67510.203125, 3693.419189453125]","[4.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[74341.0, 45533.0, 55717.0, 68527.0, 49637.0, 53330.0]"
c16,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['47', '25', '17', '7', '0', '31', '31']","[0.0, 230391.734375, 240576.109375, 253385.8125, 320896.0, 324589.4375, 328425.5]","[nan, 230391.734375, 10184.365234375, 12809.6982421875, 67510.203125, 3693.419189453125, 3836.062744140625]","[4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[74341.0, 45533.0, 55717.0, 68527.0, 49637.0, 53330.0, 57166.0]"
c16,8,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['47', '25', '17', '7', '0', '31', '31', '27']","[0.0, 230391.734375, 240576.109375, 253385.8125, 320896.0, 324589.4375, 328425.5, 340861.9375]","[nan, 230391.734375, 10184.365234375, 12809.6982421875, 67510.203125, 3693.419189453125, 3836.062744140625, 12436.4501953125]","[4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[74341.0, 45533.0, 55717.0, 68527.0, 49637.0, 53330.0, 57166.0, 69603.0]"
c24,1,['RECEPTION'],['41'],[0.0],[nan],[0.0],[35345.0]
c24,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['41', '9']","[0.0, 31199.8359375]","[nan, 31199.8359375]","[0.0, 0.0]","[35345.0, 66545.0]"
c24,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['41', '9', '38']","[0.0, 31199.8359375, 35612.37890625]","[nan, 31199.8359375, 4412.54296875]","[0.0, 0.0, 0.0]","[35345.0, 66545.0, 70958.0]"
c24,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['41', '9', '38', '9']","[0.0, 31199.8359375, 35612.37890625, 89647.1953125]","[nan, 31199.8359375, 4412.54296875, 54034.81640625]","[0.0, 0.0, 0.0, 1.0]","[35345.0, 66545.0, 70958.0, 38593.0]"
c24,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['41', '9', '38', '9', '9']","[0.0, 31199.8359375, 35612.37890625, 89647.1953125, 96052.9765625]","[nan, 31199.8359375, 4412.54296875, 54034.81640625, 6405.78125]","[0.0, 0.0, 0.0, 1.0, 1.0]","[35345.0, 66545.0, 70958.0, 38593.0, 44998.0]"
c24,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['41', '9', '38', '9', '9', '9']","[0.0, 31199.8359375, 35612.37890625, 89647.1953125, 96052.9765625, 124746.7265625]","[nan, 31199.8359375, 4412.54296875, 54034.81640625, 6405.78125, 28693.75]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[35345.0, 66545.0, 70958.0, 38593.0, 44998.0, 73692.0]"
c24,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE']","['41', '9', '38', '9', '9', '9', '21']","[0.0, 31199.8359375, 35612.37890625, 89647.1953125, 96052.9765625, 124746.7265625, 161139.421875]","[nan, 31199.8359375, 4412.54296875, 54034.81640625, 6405.78125, 28693.75, 36392.69140625]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0]","[35345.0, 66545.0, 70958.0, 38593.0, 44998.0, 73692.0, 23685.0]"
c24,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE', 'SHIPPING']","['41', '9', '38', '9', '9', '9', '21', '40']","[0.0, 31199.8359375, 35612.37890625, 89647.1953125, 96052.9765625, 124746.7265625, 161139.421875, 185553.78125]","[nan, 31199.8359375, 4412.54296875, 54034.81640625, 6405.78125, 28693.75, 36392.69140625, 24414.3671875]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[35345.0, 66545.0, 70958.0, 38593.0, 44998.0, 73692.0, 23685.0, 48099.0]"
c21,1,['RECEPTION'],['26'],[0.0],[nan],[0.0],[38959.0]
c21,2,"['RECEPTION', 'DISASSEMBLY']","['26', '26']","[0.0, 17715.2578125]","[nan, 17715.2578125]","[0.0, 0.0]","[38959.0, 56674.0]"
c21,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['26', '26', '47']","[0.0, 17715.2578125, 30423.427734375]","[nan, 17715.2578125, 12708.169921875]","[0.0, 0.0, 0.0]","[38959.0, 56674.0, 69382.0]"
c21,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['26', '26', '47', '42']","[0.0, 17715.2578125, 30423.427734375, 85810.3515625]","[nan, 17715.2578125, 12708.169921875, 55386.92578125]","[0.0, 0.0, 0.0, 1.0]","[38959.0, 56674.0, 69382.0, 38369.0]"
c21,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['26', '26', '47', '42', '42']","[0.0, 17715.2578125, 30423.427734375, 85810.3515625, 93490.15625]","[nan, 17715.2578125, 12708.169921875, 55386.92578125, 7679.79931640625]","[0.0, 0.0, 0.0, 1.0, 1.0]","[38959.0, 56674.0, 69382.0, 38369.0, 46049.0]"
c21,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['26', '26', '47', '42', '42', '32']","[0.0, 17715.2578125, 30423.427734375, 85810.3515625, 93490.15625, 96444.1640625]","[nan, 17715.2578125, 12708.169921875, 55386.92578125, 7679.79931640625, 2954.00732421875]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[38959.0, 56674.0, 69382.0, 38369.0, 46049.0, 49003.0]"
c21,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['26', '26', '47', '42', '42', '32', '32']","[0.0, 17715.2578125, 30423.427734375, 85810.3515625, 93490.15625, 96444.1640625, 110603.3203125]","[nan, 17715.2578125, 12708.169921875, 55386.92578125, 7679.79931640625, 2954.00732421875, 14159.1572265625]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[38959.0, 56674.0, 69382.0, 38369.0, 46049.0, 49003.0, 63162.0]"
c22,1,['RECEPTION'],['15'],[0.0],[nan],[0.0],[39139.0]
c22,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['15', '15']","[0.0, 14395.0517578125]","[nan, 14395.0517578125]","[0.0, 0.0]","[39139.0, 53534.0]"
c22,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['15', '15', '35']","[0.0, 14395.0517578125, 15447.947265625]","[nan, 14395.0517578125, 1052.89501953125]","[0.0, 0.0, 0.0]","[39139.0, 53534.0, 54587.0]"
c22,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['15', '15', '35', '33']","[0.0, 14395.0517578125, 15447.947265625, 24354.990234375]","[nan, 14395.0517578125, 1052.89501953125, 8907.0439453125]","[0.0, 0.0, 0.0, 0.0]","[39139.0, 53534.0, 54587.0, 63494.0]"
c22,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['15', '15', '35', '33', '25']","[0.0, 14395.0517578125, 15447.947265625, 24354.990234375, 31636.841796875]","[nan, 14395.0517578125, 1052.89501953125, 8907.0439453125, 7281.85205078125]","[0.0, 0.0, 0.0, 0.0, 0.0]","[39139.0, 53534.0, 54587.0, 63494.0, 70776.0]"
c22,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['15', '15', '35', '33', '25', '9']","[0.0, 14395.0517578125, 15447.947265625, 24354.990234375, 31636.841796875, 70119.3515625]","[nan, 14395.0517578125, 1052.89501953125, 8907.0439453125, 7281.85205078125, 38482.51171875]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[39139.0, 53534.0, 54587.0, 63494.0, 70776.0, 22859.0]"
c22,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['15', '15', '35', '33', '25', '9', '14']","[0.0, 14395.0517578125, 15447.947265625, 24354.990234375, 31636.841796875, 70119.3515625, 96326.1015625]","[nan, 14395.0517578125, 1052.89501953125, 8907.0439453125, 7281.85205078125, 38482.51171875, 26206.74609375]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[39139.0, 53534.0, 54587.0, 63494.0, 70776.0, 22859.0, 49065.0]"
c18,1,['RECEPTION'],['1'],[0.0],[nan],[0.0],[40668.0]
c18,2,"['RECEPTION', 'DISASSEMBLY']","['1', '13']","[0.0, 16568.73046875]","[nan, 16568.73046875]","[0.0, 0.0]","[40668.0, 57236.0]"
c18,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['1', '13', '1']","[0.0, 16568.73046875, 25515.6015625]","[nan, 16568.73046875, 8946.8701171875]","[0.0, 0.0, 0.0]","[40668.0, 57236.0, 66183.0]"
c18,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['1', '13', '1', '1']","[0.0, 16568.73046875, 25515.6015625, 32517.13671875]","[nan, 16568.73046875, 8946.8701171875, 7001.53515625]","[0.0, 0.0, 0.0, 0.0]","[40668.0, 57236.0, 66183.0, 73185.0]"
c18,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['1', '13', '1', '1', '29']","[0.0, 16568.73046875, 25515.6015625, 32517.13671875, 115104.0390625]","[nan, 16568.73046875, 8946.8701171875, 7001.53515625, 82586.90625]","[0.0, 0.0, 0.0, 0.0, 1.0]","[40668.0, 57236.0, 66183.0, 73185.0, 69372.0]"
c18,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['1', '13', '1', '1', '29', '43']","[0.0, 16568.73046875, 25515.6015625, 32517.13671875, 115104.0390625, 167447.828125]","[nan, 16568.73046875, 8946.8701171875, 7001.53515625, 82586.90625, 52343.7890625]","[0.0, 0.0, 0.0, 0.0, 1.0, 2.0]","[40668.0, 57236.0, 66183.0, 73185.0, 69372.0, 35315.0]"
c18,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING', 'ACKNOWLEDGEMENT']","['1', '13', '1', '1', '29', '43', '34']","[0.0, 16568.73046875, 25515.6015625, 32517.13671875, 115104.0390625, 167447.828125, 202666.3125]","[nan, 16568.73046875, 8946.8701171875, 7001.53515625, 82586.90625, 52343.7890625, 35218.47265625]","[0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0]","[40668.0, 57236.0, 66183.0, 73185.0, 69372.0, 35315.0, 70534.0]"
c23,1,['RECEPTION'],['22'],[0.0],[nan],[0.0],[47239.0]
c23,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['22', '22']","[0.0, 22500.806640625]","[nan, 22500.806640625]","[0.0, 0.0]","[47239.0, 69740.0]"
c23,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['22', '22', '23']","[0.0, 22500.806640625, 22737.021484375]","[nan, 22500.806640625, 236.21546936035156]","[0.0, 0.0, 0.0]","[47239.0, 69740.0, 69976.0]"
c23,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['22', '22', '23', '30']","[0.0, 22500.806640625, 22737.021484375, 69809.3125]","[nan, 22500.806640625, 236.21546936035156, 47072.29296875]","[0.0, 0.0, 0.0, 1.0]","[47239.0, 69740.0, 69976.0, 30648.0]"
c23,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['22', '22', '23', '30', '30']","[0.0, 22500.806640625, 22737.021484375, 69809.3125, 77270.3828125]","[nan, 22500.806640625, 236.21546936035156, 47072.29296875, 7461.06591796875]","[0.0, 0.0, 0.0, 1.0, 1.0]","[47239.0, 69740.0, 69976.0, 30648.0, 38110.0]"
c23,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['22', '22', '23', '30', '30', '30']","[0.0, 22500.806640625, 22737.021484375, 69809.3125, 77270.3828125, 96069.515625]","[nan, 22500.806640625, 236.21546936035156, 47072.29296875, 7461.06591796875, 18799.13671875]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[47239.0, 69740.0, 69976.0, 30648.0, 38110.0, 56909.0]"
c23,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['22', '22', '23', '30', '30', '30', '2']","[0.0, 22500.806640625, 22737.021484375, 69809.3125, 77270.3828125, 96069.515625, 111824.71875]","[nan, 22500.806640625, 236.21546936035156, 47072.29296875, 7461.06591796875, 18799.13671875, 15755.2060546875]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[47239.0, 69740.0, 69976.0, 30648.0, 38110.0, 56909.0, 72664.0]"
c26,1,['RECEPTION'],['24'],[0.0],[nan],[0.0],[49077.0]
c26,2,"['RECEPTION', 'DISASSEMBLY']","['24', '16']","[0.0, 21380.916015625]","[nan, 21380.916015625]","[0.0, 0.0]","[49077.0, 70458.0]"
c26,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['24', '16', '39']","[0.0, 21380.916015625, 39705.01171875]","[nan, 21380.916015625, 18324.095703125]","[0.0, 0.0, 1.0]","[49077.0, 70458.0, 2382.0]"
c26,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['24', '16', '39', '48']","[0.0, 21380.916015625, 39705.01171875, 73351.96875]","[nan, 21380.916015625, 18324.095703125, 33646.953125]","[0.0, 0.0, 1.0, 1.0]","[49077.0, 70458.0, 2382.0, 36029.0]"
c26,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['24', '16', '39', '48', '34']","[0.0, 21380.916015625, 39705.01171875, 73351.96875, 80226.234375]","[nan, 21380.916015625, 18324.095703125, 33646.953125, 6874.27197265625]","[0.0, 0.0, 1.0, 1.0, 1.0]","[49077.0, 70458.0, 2382.0, 36029.0, 42904.0]"
c26,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['24', '16', '39', '48', '34', '34']","[0.0, 21380.916015625, 39705.01171875, 73351.96875, 80226.234375, 105719.15625]","[nan, 21380.916015625, 18324.095703125, 33646.953125, 6874.27197265625, 25492.919921875]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[49077.0, 70458.0, 2382.0, 36029.0, 42904.0, 68397.0]"
c26,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['24', '16', '39', '48', '34', '34', '7']","[0.0, 21380.916015625, 39705.01171875, 73351.96875, 80226.234375, 105719.15625, 109065.171875]","[nan, 21380.916015625, 18324.095703125, 33646.953125, 6874.27197265625, 25492.919921875, 3346.016357421875]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[49077.0, 70458.0, 2382.0, 36029.0, 42904.0, 68397.0, 71743.0]"
c26,8,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['24', '16', '39', '48', '34', '34', '7', '45']","[0.0, 21380.916015625, 39705.01171875, 73351.96875, 80226.234375, 105719.15625, 109065.171875, 149861.203125]","[nan, 21380.916015625, 18324.095703125, 33646.953125, 6874.27197265625, 25492.919921875, 3346.016357421875, 40796.03125]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[49077.0, 70458.0, 2382.0, 36029.0, 42904.0, 68397.0, 71743.0, 26139.0]"
c26,9,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['24', '16', '39', '48', '34', '34', '7', '45', '5']","[0.0, 21380.916015625, 39705.01171875, 73351.96875, 80226.234375, 105719.15625, 109065.171875, 149861.203125, 166406.828125]","[nan, 21380.916015625, 18324.095703125, 33646.953125, 6874.27197265625, 25492.919921875, 3346.016357421875, 40796.03125, 16545.619140625]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[49077.0, 70458.0, 2382.0, 36029.0, 42904.0, 68397.0, 71743.0, 26139.0, 42684.0]"
c32,1,['RECEPTION'],['36'],[0.0],[nan],[1.0],[37672.0]
c32,2,"['RECEPTION', 'DISASSEMBLY']","['36', '2']","[0.0, 17923.326171875]","[nan, 17923.326171875]","[1.0, 1.0]","[37672.0, 55595.0]"
c32,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['36', '2', '26']","[0.0, 17923.326171875, 19454.23828125]","[nan, 17923.326171875, 1530.9112548828125]","[1.0, 1.0, 1.0]","[37672.0, 55595.0, 57126.0]"
c32,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['36', '2', '26', '0']","[0.0, 17923.326171875, 19454.23828125, 31858.046875]","[nan, 17923.326171875, 1530.9112548828125, 12403.80859375]","[1.0, 1.0, 1.0, 1.0]","[37672.0, 55595.0, 57126.0, 69530.0]"
c32,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['36', '2', '26', '0', '38']","[0.0, 17923.326171875, 19454.23828125, 31858.046875, 77961.0078125]","[nan, 17923.326171875, 1530.9112548828125, 12403.80859375, 46102.9609375]","[1.0, 1.0, 1.0, 1.0, 2.0]","[37672.0, 55595.0, 57126.0, 69530.0, 29233.0]"
c32,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['36', '2', '26', '0', '38', '48']","[0.0, 17923.326171875, 19454.23828125, 31858.046875, 77961.0078125, 83858.078125]","[nan, 17923.326171875, 1530.9112548828125, 12403.80859375, 46102.9609375, 5897.06787109375]","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[37672.0, 55595.0, 57126.0, 69530.0, 29233.0, 35130.0]"
c32,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['36', '2', '26', '0', '38', '48', '26']","[0.0, 17923.326171875, 19454.23828125, 31858.046875, 77961.0078125, 83858.078125, 107734.7421875]","[nan, 17923.326171875, 1530.9112548828125, 12403.80859375, 46102.9609375, 5897.06787109375, 23876.671875]","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0]","[37672.0, 55595.0, 57126.0, 69530.0, 29233.0, 35130.0, 59007.0]"
c30,1,['RECEPTION'],['49'],[0.0],[nan],[1.0],[41746.0]
c30,2,"['RECEPTION', 'DISASSEMBLY']","['49', '40']","[0.0, 22139.9453125]","[nan, 22139.9453125]","[1.0, 1.0]","[41746.0, 63886.0]"
c30,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['49', '40', '22']","[0.0, 22139.9453125, 23216.9765625]","[nan, 22139.9453125, 1077.03076171875]","[1.0, 1.0, 1.0]","[41746.0, 63886.0, 64963.0]"
c30,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['49', '40', '22', '42']","[0.0, 22139.9453125, 23216.9765625, 52574.41796875]","[nan, 22139.9453125, 1077.03076171875, 29357.443359375]","[1.0, 1.0, 1.0, 2.0]","[41746.0, 63886.0, 64963.0, 7920.0]"
c30,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['49', '40', '22', '42', '12']","[0.0, 22139.9453125, 23216.9765625, 52574.41796875, 74425.296875]","[nan, 22139.9453125, 1077.03076171875, 29357.443359375, 21850.880859375]","[1.0, 1.0, 1.0, 2.0, 2.0]","[41746.0, 63886.0, 64963.0, 7920.0, 29771.0]"
c30,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['49', '40', '22', '42', '12', '0']","[0.0, 22139.9453125, 23216.9765625, 52574.41796875, 74425.296875, 101581.8984375]","[nan, 22139.9453125, 1077.03076171875, 29357.443359375, 21850.880859375, 27156.6015625]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0]","[41746.0, 63886.0, 64963.0, 7920.0, 29771.0, 56928.0]"
c30,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['49', '40', '22', '42', '12', '0', '1']","[0.0, 22139.9453125, 23216.9765625, 52574.41796875, 74425.296875, 101581.8984375, 104981.1953125]","[nan, 22139.9453125, 1077.03076171875, 29357.443359375, 21850.880859375, 27156.6015625, 3399.295166015625]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[41746.0, 63886.0, 64963.0, 7920.0, 29771.0, 56928.0, 60327.0]"
c30,8,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['49', '40', '22', '42', '12', '0', '1', '1']","[0.0, 22139.9453125, 23216.9765625, 52574.41796875, 74425.296875, 101581.8984375, 104981.1953125, 137826.484375]","[nan, 22139.9453125, 1077.03076171875, 29357.443359375, 21850.880859375, 27156.6015625, 3399.295166015625, 32845.29296875]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0]","[41746.0, 63886.0, 64963.0, 7920.0, 29771.0, 56928.0, 60327.0, 6773.0]"
c30,9,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['49', '40', '22', '42', '12', '0', '1', '1', '3']","[0.0, 22139.9453125, 23216.9765625, 52574.41796875, 74425.296875, 101581.8984375, 104981.1953125, 137826.484375, 154259.828125]","[nan, 22139.9453125, 1077.03076171875, 29357.443359375, 21850.880859375, 27156.6015625, 3399.295166015625, 32845.29296875, 16433.337890625]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]","[41746.0, 63886.0, 64963.0, 7920.0, 29771.0, 56928.0, 60327.0, 6773.0, 23206.0]"
c30,10,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['49', '40', '22', '42', '12', '0', '1', '1', '3', '3']","[0.0, 22139.9453125, 23216.9765625, 52574.41796875, 74425.296875, 101581.8984375, 104981.1953125, 137826.484375, 154259.828125, 190263.5625]","[nan, 22139.9453125, 1077.03076171875, 29357.443359375, 21850.880859375, 27156.6015625, 3399.295166015625, 32845.29296875, 16433.337890625, 36003.73828125]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[41746.0, 63886.0, 64963.0, 7920.0, 29771.0, 56928.0, 60327.0, 6773.0, 23206.0, 59210.0]"
