CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,product,responsible_section,service_level,service_type,support_section,workgroup
Case 1035,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 2', 'Value 2', 'Value 9']","[0.0, 12163.0, 12172.0, 70799.0]","[nan, 12163.0, 9.0, 58627.0]","[0.0, 0.0, 0.0, 1.0]","[47998.0, 60161.0, 60170.0, 32397.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 2', 'Value 2', 'Value 9', 'Value 2']","[0.0, 12163.0, 12172.0, 70799.0, 185863.0]","[nan, 12163.0, 9.0, 58627.0, 115064.0]","[0.0, 0.0, 0.0, 1.0, 2.0]","[47998.0, 60161.0, 60170.0, 32397.0, 61061.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,6,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 2', 'Value 2', 'Value 9', 'Value 2', 'Value 2']","[0.0, 12163.0, 12172.0, 70799.0, 185863.0, 185885.0]","[nan, 12163.0, 9.0, 58627.0, 115064.0, 22.0]","[0.0, 0.0, 0.0, 1.0, 2.0, 2.0]","[47998.0, 60161.0, 60170.0, 32397.0, 61061.0, 61083.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[56299.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 8.0]","[nan, 8.0]","[1.0, 1.0]","[56299.0, 56307.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 82638.0]","[nan, 8.0, 82630.0]","[1.0, 1.0, 2.0]","[56299.0, 56307.0, 52537.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 82638.0, 86072.0]","[nan, 8.0, 82630.0, 3434.0]","[1.0, 1.0, 2.0, 2.0]","[56299.0, 56307.0, 52537.0, 55971.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 82638.0, 86072.0, 248528.0]","[nan, 8.0, 82630.0, 3434.0, 162456.0]","[1.0, 1.0, 2.0, 2.0, 4.0]","[56299.0, 56307.0, 52537.0, 55971.0, 45627.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[36675.0],Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 1']","[0.0, 469.0]","[nan, 469.0]","[0.0, 0.0]","[36675.0, 37144.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 1', 'Value 1']","[0.0, 469.0, 3102.0]","[nan, 469.0, 2633.0]","[0.0, 0.0, 0.0]","[36675.0, 37144.0, 39777.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 104,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[30899.0],Value 1,Value 3,Value 1,Value 3,Value 2,Value 1,Value 4
Case 104,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 17']","[0.0, 3461.0]","[nan, 3461.0]","[3.0, 3.0]","[30899.0, 34360.0]",Value 1,Value 3,Value 1,Value 3,Value 2,Value 1,Value 4
Case 104,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 17', 'Value 17']","[0.0, 3461.0, 3565.0]","[nan, 3461.0, 104.0]","[3.0, 3.0, 3.0]","[30899.0, 34360.0, 34464.0]",Value 1,Value 3,Value 1,Value 3,Value 2,Value 1,Value 4
Case 1042,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[30172.0],Value 1,Value 14,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 6286.0]","[nan, 6286.0]","[2.0, 2.0]","[30172.0, 36458.0]",Value 1,Value 14,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 6286.0, 21697.0]","[nan, 6286.0, 15411.0]","[2.0, 2.0, 2.0]","[30172.0, 36458.0, 51869.0]",Value 1,Value 14,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[3.0],[30546.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[0.0, 370657.0]","[nan, 370657.0]","[3.0, 0.0]","[30546.0, 55603.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2']","[0.0, 370657.0, 632129.0]","[nan, 370657.0, 261472.0]","[3.0, 0.0, 3.0]","[30546.0, 55603.0, 57875.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 2']","[0.0, 370657.0, 632129.0, 2768360.0]","[nan, 370657.0, 261472.0, 2136231.0]","[3.0, 0.0, 3.0, 0.0]","[30546.0, 55603.0, 57875.0, 34106.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1044,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[53113.0],Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 16']","[0.0, 351347.0]","[nan, 351347.0]","[3.0, 0.0]","[53113.0, 58860.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0]","[nan, 351347.0, 2964.0]","[3.0, 0.0, 0.0]","[53113.0, 58860.0, 61824.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0]","[nan, 351347.0, 2964.0, 54651.0]","[3.0, 0.0, 0.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0, 410383.0]","[nan, 351347.0, 2964.0, 54651.0, 1421.0]","[3.0, 0.0, 0.0, 1.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0, 31496.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0, 410383.0, 412864.0]","[nan, 351347.0, 2964.0, 54651.0, 1421.0, 2481.0]","[3.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0, 31496.0, 33977.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1044,7,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 351347.0, 354311.0, 408962.0, 410383.0, 412864.0, 412976.0]","[nan, 351347.0, 2964.0, 54651.0, 1421.0, 2481.0, 112.0]","[3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[53113.0, 58860.0, 61824.0, 30075.0, 31496.0, 33977.0, 34089.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1046,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[31324.0],Value 1,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1046,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 11.0]","[nan, 11.0]","[0.0, 0.0]","[31324.0, 31335.0]",Value 1,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1046,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 11.0, 5400.0]","[nan, 11.0, 5389.0]","[0.0, 0.0, 0.0]","[31324.0, 31335.0, 36724.0]",Value 1,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1047,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[37051.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1047,2,"['Assign seriousness', 'Assign seriousness']","['Value 13', 'Value 13']","[0.0, 76619.0]","[nan, 76619.0]","[3.0, 4.0]","[37051.0, 27270.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1047,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13', 'Value 7']","[0.0, 76619.0, 84745.0]","[nan, 76619.0, 8126.0]","[3.0, 4.0, 4.0]","[37051.0, 27270.0, 35396.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1047,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 13', 'Value 7', 'Value 7']","[0.0, 76619.0, 84745.0, 84814.0]","[nan, 76619.0, 8126.0, 69.0]","[3.0, 4.0, 4.0, 4.0]","[37051.0, 27270.0, 35396.0, 35465.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1047,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 7', 'Value 7', 'Value 2']","[0.0, 76619.0, 84745.0, 84814.0, 97234.0]","[nan, 76619.0, 8126.0, 69.0, 12420.0]","[3.0, 4.0, 4.0, 4.0, 4.0]","[37051.0, 27270.0, 35396.0, 35465.0, 47885.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1048,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[0.0],[39213.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1048,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 12.0]","[nan, 12.0]","[0.0, 0.0]","[39213.0, 39225.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1048,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[0.0, 12.0, 41.0]","[nan, 12.0, 29.0]","[0.0, 0.0, 0.0]","[39213.0, 39225.0, 39254.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1048,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 12.0, 41.0, 1460849.0]","[nan, 12.0, 29.0, 1460808.0]","[0.0, 0.0, 0.0, 3.0]","[39213.0, 39225.0, 39254.0, 31262.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1048,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 12.0, 41.0, 1460849.0, 1460861.0]","[nan, 12.0, 29.0, 1460808.0, 12.0]","[0.0, 0.0, 0.0, 3.0, 3.0]","[39213.0, 39225.0, 39254.0, 31262.0, 31274.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1049,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[51275.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1049,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 51.0]","[nan, 51.0]","[3.0, 3.0]","[51275.0, 51326.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1049,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 2']","[0.0, 51.0, 441063.0]","[nan, 51.0, 441012.0]","[3.0, 3.0, 1.0]","[51275.0, 51326.0, 60338.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1049,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 2', 'Value 2']","[0.0, 51.0, 441063.0, 441063.0]","[nan, 51.0, 441012.0, 441012.0]","[3.0, 3.0, 1.0, 1.0]","[51275.0, 51326.0, 60338.0, 60338.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1050,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[30426.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 31.0]","[nan, 31.0]","[3.0, 3.0]","[30426.0, 30457.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9']","[0.0, 31.0, 94752.0]","[nan, 31.0, 94721.0]","[3.0, 3.0, 4.0]","[30426.0, 30457.0, 38778.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9']","[0.0, 31.0, 94752.0, 686331.0]","[nan, 31.0, 94721.0, 591579.0]","[3.0, 3.0, 4.0, 4.0]","[30426.0, 30457.0, 38778.0, 25557.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9']","[0.0, 31.0, 94752.0, 686331.0, 686343.0]","[nan, 31.0, 94721.0, 591579.0, 12.0]","[3.0, 3.0, 4.0, 4.0, 4.0]","[30426.0, 30457.0, 38778.0, 25557.0, 25569.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 31.0, 94752.0, 686331.0, 686343.0, 2248945.0]","[nan, 31.0, 94721.0, 591579.0, 12.0, 1562602.0]","[3.0, 3.0, 4.0, 4.0, 4.0, 1.0]","[30426.0, 30457.0, 38778.0, 25557.0, 25569.0, 32971.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,7,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 31.0, 94752.0, 686331.0, 686343.0, 2248945.0, 2331734.0]","[nan, 31.0, 94721.0, 591579.0, 12.0, 1562602.0, 82789.0]","[3.0, 3.0, 4.0, 4.0, 4.0, 1.0, 2.0]","[30426.0, 30457.0, 38778.0, 25557.0, 25569.0, 32971.0, 29360.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,8,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 31.0, 94752.0, 686331.0, 686343.0, 2248945.0, 2331734.0, 2348254.0]","[nan, 31.0, 94721.0, 591579.0, 12.0, 1562602.0, 82789.0, 16520.0]","[3.0, 3.0, 4.0, 4.0, 4.0, 1.0, 2.0, 2.0]","[30426.0, 30457.0, 38778.0, 25557.0, 25569.0, 32971.0, 29360.0, 45880.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,9,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 31.0, 94752.0, 686331.0, 686343.0, 2248945.0, 2331734.0, 2348254.0, 2348262.0]","[nan, 31.0, 94721.0, 591579.0, 12.0, 1562602.0, 82789.0, 16520.0, 8.0]","[3.0, 3.0, 4.0, 4.0, 4.0, 1.0, 2.0, 2.0, 2.0]","[30426.0, 30457.0, 38778.0, 25557.0, 25569.0, 32971.0, 29360.0, 45880.0, 45888.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1051,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[0.0],[29161.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1051,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 2']","[0.0, 24008.0]","[nan, 24008.0]","[0.0, 0.0]","[29161.0, 53169.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1051,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 2', 'Value 2']","[0.0, 24008.0, 1912808.0]","[nan, 24008.0, 1888800.0]","[0.0, 0.0, 1.0]","[29161.0, 53169.0, 41169.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1052,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[51968.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1052,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 6797.0]","[nan, 6797.0]","[3.0, 3.0]","[51968.0, 58765.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1052,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8']","[0.0, 6797.0, 6881.0]","[nan, 6797.0, 84.0]","[3.0, 3.0, 3.0]","[51968.0, 58765.0, 58849.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1053,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[53596.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1053,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[0.0, 16.0]","[nan, 16.0]","[3.0, 3.0]","[53596.0, 53612.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1053,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9']","[0.0, 16.0, 430148.0]","[nan, 16.0, 430132.0]","[3.0, 3.0, 1.0]","[53596.0, 53612.0, 51744.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1053,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9', 'Value 9']","[0.0, 16.0, 430148.0, 430412.0]","[nan, 16.0, 430132.0, 264.0]","[3.0, 3.0, 1.0, 1.0]","[53596.0, 53612.0, 51744.0, 52008.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1053,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9']","[0.0, 16.0, 430148.0, 430412.0, 1722387.0]","[nan, 16.0, 430132.0, 264.0, 1291975.0]","[3.0, 3.0, 1.0, 1.0, 2.0]","[53596.0, 53612.0, 51744.0, 52008.0, 47983.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1054,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[3.0],[48739.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1054,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[0.0, 24.0]","[nan, 24.0]","[3.0, 3.0]","[48739.0, 48763.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1054,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2']","[0.0, 24.0, 684981.0]","[nan, 24.0, 684957.0]","[3.0, 3.0, 4.0]","[48739.0, 48763.0, 42520.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1054,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 4']","[0.0, 24.0, 684981.0, 1901948.0]","[nan, 24.0, 684957.0, 1216967.0]","[3.0, 3.0, 4.0, 4.0]","[48739.0, 48763.0, 42520.0, 49887.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1055,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[54811.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1055,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 13']","[0.0, 5776.0]","[nan, 5776.0]","[0.0, 0.0]","[54811.0, 60587.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1055,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 13', 'Value 13']","[0.0, 5776.0, 83132.0]","[nan, 5776.0, 77356.0]","[0.0, 0.0, 1.0]","[54811.0, 60587.0, 51543.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1056,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[43706.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1056,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 17.0]","[nan, 17.0]","[2.0, 2.0]","[43706.0, 43723.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1056,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 17.0, 11285.0]","[nan, 17.0, 11268.0]","[2.0, 2.0, 2.0]","[43706.0, 43723.0, 54991.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1059,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[28434.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1059,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[0.0, 5811.0]","[nan, 5811.0]","[0.0, 0.0]","[28434.0, 34245.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1059,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4']","[0.0, 5811.0, 9431.0]","[nan, 5811.0, 3620.0]","[0.0, 0.0, 0.0]","[28434.0, 34245.0, 37865.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 106,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[47540.0],Value 1,Value 10,Value 1,Value 2,Value 1,Value 1,Value 1
Case 106,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 1536833.0]","[nan, 1536833.0]","[4.0, 1.0]","[47540.0, 29173.0]",Value 1,Value 10,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1062,1,['Take in charge ticket'],['Value 1'],[0.0],[nan],[2.0],[60372.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1062,2,"['Take in charge ticket', 'Wait']","['Value 1', 'Value 1']","[0.0, 75796.0]","[nan, 75796.0]","[2.0, 3.0]","[60372.0, 49768.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1062,3,"['Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 75796.0, 2326833.0]","[nan, 75796.0, 2251037.0]","[2.0, 3.0, 1.0]","[60372.0, 49768.0, 54405.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1064,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[56351.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1064,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 1']","[0.0, 57305.0]","[nan, 57305.0]","[0.0, 1.0]","[56351.0, 27256.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1064,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 1', 'Value 1']","[0.0, 57305.0, 660571.0]","[nan, 57305.0, 603266.0]","[0.0, 1.0, 1.0]","[56351.0, 27256.0, 25722.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1065,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[0.0],[52761.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1065,2,"['Assign seriousness', 'Resolve ticket']","['Value 13', 'Value 9']","[0.0, 253178.0]","[nan, 253178.0]","[0.0, 3.0]","[52761.0, 46739.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
