case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:BudgetNumber,case:DeclarationNumber,case:Amount
declaration 86764,7,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'MISSING', 'EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 265.0, 143180.0, 1812096.0, 1812099.0, 2295855.0, 2586593.0]","[nan, 265.0, 142915.0, 1668916.0, 3.0, 483756.0, 290738.0]","[1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 3.0]","[68518.0, 68783.0, 38898.0, 66214.0, 66217.0, 31573.0, 63111.0]",budget 86566,declaration number 86765,7.898847603204911
declaration 86771,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[40662.0],budget 86566,declaration number 86772,95.70881157336484
declaration 86771,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'PRE_APPROVER']","[0.0, 6.0]","[nan, 6.0]","[2.0, 2.0]","[40662.0, 40668.0]",budget 86566,declaration number 86772,95.70881157336484
declaration 86771,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'PRE_APPROVER', 'SUPERVISOR']","[0.0, 6.0, 16195.0]","[nan, 6.0, 16189.0]","[2.0, 2.0, 2.0]","[40662.0, 40668.0, 56857.0]",budget 86566,declaration number 86772,95.70881157336484
declaration 86771,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'PRE_APPROVER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 6.0, 16195.0, 21607.0]","[nan, 6.0, 16189.0, 5412.0]","[2.0, 2.0, 2.0, 2.0]","[40662.0, 40668.0, 56857.0, 62269.0]",budget 86566,declaration number 86772,95.70881157336484
declaration 86771,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'PRE_APPROVER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 6.0, 16195.0, 21607.0, 454472.0]","[nan, 6.0, 16189.0, 5412.0, 432865.0]","[2.0, 2.0, 2.0, 2.0, 0.0]","[40662.0, 40668.0, 56857.0, 62269.0, 63134.0]",budget 86566,declaration number 86772,95.70881157336484
declaration 86840,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[72080.0],budget 86566,declaration number 86841,51.79342618797841
declaration 86840,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 5.0]","[nan, 5.0]","[2.0, 2.0]","[72080.0, 72085.0]",budget 86566,declaration number 86841,51.79342618797841
declaration 86840,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR', 'MISSING']","[0.0, 5.0, 57152.0]","[nan, 5.0, 57147.0]","[2.0, 2.0, 3.0]","[72080.0, 72085.0, 42832.0]",budget 86566,declaration number 86841,51.79342618797841
declaration 86840,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR', 'MISSING', 'EMPLOYEE']","[0.0, 5.0, 57152.0, 62320.0]","[nan, 5.0, 57147.0, 5168.0]","[2.0, 2.0, 3.0, 3.0]","[72080.0, 72085.0, 42832.0, 48000.0]",budget 86566,declaration number 86841,51.79342618797841
declaration 86840,5,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR', 'MISSING', 'EMPLOYEE', 'SUPERVISOR']","[0.0, 5.0, 57152.0, 62320.0, 62322.0]","[nan, 5.0, 57147.0, 5168.0, 2.0]","[2.0, 2.0, 3.0, 3.0, 3.0]","[72080.0, 72085.0, 42832.0, 48000.0, 48002.0]",budget 86566,declaration number 86841,51.79342618797841
declaration 86840,6,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'MISSING', 'EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 5.0, 57152.0, 62320.0, 62322.0, 416616.0]","[nan, 5.0, 57147.0, 5168.0, 2.0, 354294.0]","[2.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[72080.0, 72085.0, 42832.0, 48000.0, 48002.0, 56696.0]",budget 86566,declaration number 86841,51.79342618797841
declaration 86840,7,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'MISSING', 'EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 5.0, 57152.0, 62320.0, 62322.0, 416616.0, 682229.0]","[nan, 5.0, 57147.0, 5168.0, 2.0, 354294.0, 265613.0]","[2.0, 2.0, 3.0, 3.0, 3.0, 0.0, 3.0]","[72080.0, 72085.0, 42832.0, 48000.0, 48002.0, 56696.0, 63109.0]",budget 86566,declaration number 86841,51.79342618797841
declaration 86783,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[42234.0],budget 86566,declaration number 86784,50.11643728987284
declaration 86783,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 6.0]","[nan, 6.0]","[3.0, 3.0]","[42234.0, 42240.0]",budget 86566,declaration number 86784,50.11643728987284
declaration 86783,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 6.0, 431253.0]","[nan, 6.0, 431247.0]","[3.0, 3.0, 1.0]","[42234.0, 42240.0, 41487.0]",budget 86566,declaration number 86784,50.11643728987284
declaration 86783,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 6.0, 431253.0, 625675.0]","[nan, 6.0, 431247.0, 194422.0]","[3.0, 3.0, 1.0, 3.0]","[42234.0, 42240.0, 41487.0, 63109.0]",budget 86566,declaration number 86784,50.11643728987284
declaration 86847,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[57244.0],budget 86566,declaration number 86848,6.216376710699573
declaration 86847,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 1710.0]","[nan, 1710.0]","[3.0, 3.0]","[57244.0, 58954.0]",budget 86566,declaration number 86848,6.216376710699573
declaration 86847,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 1710.0, 602553.0]","[nan, 1710.0, 600843.0]","[3.0, 3.0, 3.0]","[57244.0, 58954.0, 54997.0]",budget 86566,declaration number 86848,6.216376710699573
declaration 86847,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 1710.0, 602553.0, 956276.0]","[nan, 1710.0, 600843.0, 353723.0]","[3.0, 3.0, 3.0, 0.0]","[57244.0, 58954.0, 54997.0, 63120.0]",budget 86566,declaration number 86848,6.216376710699573
declaration 86855,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[60695.0],budget 86566,declaration number 86856,54.61612355264953
declaration 86855,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 14.0]","[nan, 14.0]","[3.0, 3.0]","[60695.0, 60709.0]",budget 86566,declaration number 86856,54.61612355264953
declaration 86855,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 14.0, 320577.0]","[nan, 14.0, 320563.0]","[3.0, 3.0, 0.0]","[60695.0, 60709.0, 35672.0]",budget 86566,declaration number 86856,54.61612355264953
declaration 86855,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 14.0, 320577.0, 607214.0]","[nan, 14.0, 320563.0, 286637.0]","[3.0, 3.0, 0.0, 3.0]","[60695.0, 60709.0, 35672.0, 63109.0]",budget 86566,declaration number 86856,54.61612355264953
declaration 86863,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[37149.0],budget 86566,declaration number 86864,84.12812423192081
declaration 86863,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 657.0]","[nan, 657.0]","[4.0, 4.0]","[37149.0, 37806.0]",budget 86566,declaration number 86864,84.12812423192081
declaration 86863,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 657.0, 278681.0]","[nan, 657.0, 278024.0]","[4.0, 4.0, 0.0]","[37149.0, 37806.0, 56630.0]",budget 86566,declaration number 86864,84.12812423192081
declaration 86863,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 657.0, 278681.0, 544360.0]","[nan, 657.0, 278024.0, 265679.0]","[4.0, 4.0, 0.0, 3.0]","[37149.0, 37806.0, 56630.0, 63109.0]",budget 86566,declaration number 86864,84.12812423192081
declaration 86871,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[55557.0],budget 86566,declaration number 86872,47.886543434729134
declaration 86871,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 471.0]","[nan, 471.0]","[4.0, 4.0]","[55557.0, 56028.0]",budget 86566,declaration number 86872,47.886543434729134
declaration 86871,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 471.0, 1019048.0]","[nan, 471.0, 1018577.0]","[4.0, 4.0, 2.0]","[55557.0, 56028.0, 37805.0]",budget 86566,declaration number 86872,47.886543434729134
declaration 86871,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 471.0, 1019048.0, 1476338.0]","[nan, 471.0, 1018577.0, 457290.0]","[4.0, 4.0, 2.0, 0.0]","[55557.0, 56028.0, 37805.0, 63095.0]",budget 86566,declaration number 86872,47.886543434729134
declaration 86580,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[57028.0],budget 86566,declaration number 86581,48.638993667249295
declaration 86580,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 98.0]","[nan, 98.0]","[4.0, 4.0]","[57028.0, 57126.0]",budget 86566,declaration number 86581,48.638993667249295
declaration 86580,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 98.0, 238209.0]","[nan, 98.0, 238111.0]","[4.0, 4.0, 0.0]","[57028.0, 57126.0, 36037.0]",budget 86566,declaration number 86581,48.638993667249295
declaration 86580,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 98.0, 238209.0, 524481.0]","[nan, 98.0, 238111.0, 286272.0]","[4.0, 4.0, 0.0, 3.0]","[57028.0, 57126.0, 36037.0, 63109.0]",budget 86566,declaration number 86581,48.638993667249295
declaration 86884,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[57164.0],budget 86566,declaration number 86885,40.93217991603471
declaration 86884,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 6399.0]","[nan, 6399.0]","[0.0, 0.0]","[57164.0, 63563.0]",budget 86566,declaration number 86885,40.93217991603471
declaration 86884,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 6399.0, 85414.0]","[nan, 6399.0, 79015.0]","[0.0, 0.0, 1.0]","[57164.0, 63563.0, 56178.0]",budget 86566,declaration number 86885,40.93217991603471
declaration 86884,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 6399.0, 85414.0, 265145.0]","[nan, 6399.0, 79015.0, 179731.0]","[0.0, 0.0, 1.0, 3.0]","[57164.0, 63563.0, 56178.0, 63109.0]",budget 86566,declaration number 86885,40.93217991603471
declaration 86888,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[35434.0],budget 86566,declaration number 86889,58.866543097234256
declaration 86888,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 739.0]","[nan, 739.0]","[1.0, 1.0]","[35434.0, 36173.0]",budget 86566,declaration number 86889,58.866543097234256
declaration 86888,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 739.0, 20699.0]","[nan, 739.0, 19960.0]","[1.0, 1.0, 1.0]","[35434.0, 36173.0, 56133.0]",budget 86566,declaration number 86889,58.866543097234256
declaration 86888,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 739.0, 20699.0, 200475.0]","[nan, 739.0, 19960.0, 179776.0]","[1.0, 1.0, 1.0, 3.0]","[35434.0, 36173.0, 56133.0, 63109.0]",budget 86566,declaration number 86889,58.866543097234256
declaration 86596,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[37800.0],budget 86566,declaration number 86597,23.990142391667657
declaration 86596,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 33.0]","[nan, 33.0]","[1.0, 1.0]","[37800.0, 37833.0]",budget 86566,declaration number 86597,23.990142391667657
declaration 86596,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 33.0, 253590.0]","[nan, 33.0, 253557.0]","[1.0, 1.0, 4.0]","[37800.0, 37833.0, 32190.0]",budget 86566,declaration number 86597,23.990142391667657
declaration 86596,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 33.0, 253590.0, 543720.0]","[nan, 33.0, 253557.0, 290130.0]","[1.0, 1.0, 4.0, 0.0]","[37800.0, 37833.0, 32190.0, 63120.0]",budget 86566,declaration number 86597,23.990142391667657
declaration 86702,1,['Declaration SAVED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[57776.0],budget 86566,UNKNOWN,0.0
declaration 86708,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[32704.0],budget 86566,declaration number 86709,110.51789031808528
declaration 86708,2,"['Declaration SUBMITTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'PRE_APPROVER']","[0.0, 16.0]","[nan, 16.0]","[2.0, 2.0]","[32704.0, 32720.0]",budget 86566,declaration number 86709,110.51789031808528
declaration 86708,3,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'PRE_APPROVER', 'EMPLOYEE']","[0.0, 16.0, 1478.0]","[nan, 16.0, 1462.0]","[2.0, 2.0, 2.0]","[32704.0, 32720.0, 34182.0]",budget 86566,declaration number 86709,110.51789031808528
declaration 86708,4,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'PRE_APPROVER', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 16.0, 1478.0, 7318.0]","[nan, 16.0, 1462.0, 5840.0]","[2.0, 2.0, 2.0, 2.0]","[32704.0, 32720.0, 34182.0, 40022.0]",budget 86566,declaration number 86709,110.51789031808528
declaration 86708,5,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'PRE_APPROVER', 'EMPLOYEE', 'EMPLOYEE', 'PRE_APPROVER']","[0.0, 16.0, 1478.0, 7318.0, 7351.0]","[nan, 16.0, 1462.0, 5840.0, 33.0]","[2.0, 2.0, 2.0, 2.0, 2.0]","[32704.0, 32720.0, 34182.0, 40022.0, 40055.0]",budget 86566,declaration number 86709,110.51789031808528
declaration 86708,6,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'PRE_APPROVER', 'EMPLOYEE', 'EMPLOYEE', 'PRE_APPROVER', 'SUPERVISOR']","[0.0, 16.0, 1478.0, 7318.0, 7351.0, 9528.0]","[nan, 16.0, 1462.0, 5840.0, 33.0, 2177.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[32704.0, 32720.0, 34182.0, 40022.0, 40055.0, 42232.0]",budget 86566,declaration number 86709,110.51789031808528
declaration 86708,7,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'PRE_APPROVER', 'EMPLOYEE', 'EMPLOYEE', 'PRE_APPROVER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 16.0, 1478.0, 7318.0, 7351.0, 9528.0, 112628.0]","[nan, 16.0, 1462.0, 5840.0, 33.0, 2177.0, 103100.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]","[32704.0, 32720.0, 34182.0, 40022.0, 40055.0, 42232.0, 58932.0]",budget 86566,declaration number 86709,110.51789031808528
declaration 86708,8,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'PRE_APPROVER', 'EMPLOYEE', 'EMPLOYEE', 'PRE_APPROVER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 16.0, 1478.0, 7318.0, 7351.0, 9528.0, 112628.0, 462416.0]","[nan, 16.0, 1462.0, 5840.0, 33.0, 2177.0, 103100.0, 349788.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 0.0]","[32704.0, 32720.0, 34182.0, 40022.0, 40055.0, 42232.0, 58932.0, 63120.0]",budget 86566,declaration number 86709,110.51789031808528
declaration 86650,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[49930.0],budget 86566,declaration number 86651,60.0289024232773
declaration 86650,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 443.0]","[nan, 443.0]","[3.0, 3.0]","[49930.0, 50373.0]",budget 86566,declaration number 86651,60.0289024232773
declaration 86650,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 443.0, 75229.0]","[nan, 443.0, 74786.0]","[3.0, 3.0, 4.0]","[49930.0, 50373.0, 38759.0]",budget 86566,declaration number 86651,60.0289024232773
declaration 86650,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 443.0, 75229.0, 358790.0]","[nan, 443.0, 74786.0, 283561.0]","[3.0, 3.0, 4.0, 0.0]","[49930.0, 50373.0, 38759.0, 63120.0]",budget 86566,declaration number 86651,60.0289024232773
declaration 86654,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[50023.0],budget 86566,declaration number 86655,30.74693993587202
declaration 86654,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 22.0]","[nan, 22.0]","[3.0, 3.0]","[50023.0, 50045.0]",budget 86566,declaration number 86655,30.74693993587202
declaration 86654,3,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED']","[0.0, 22.0, 8941.0]","[nan, 22.0, 8919.0]","[3.0, 3.0, 3.0]","[50023.0, 50045.0, 58964.0]",budget 86566,declaration number 86655,30.74693993587202
declaration 86654,4,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 22.0, 8941.0, 358697.0]","[nan, 22.0, 8919.0, 349756.0]","[3.0, 3.0, 3.0, 0.0]","[50023.0, 50045.0, 58964.0, 63120.0]",budget 86566,declaration number 86655,30.74693993587202
declaration 86662,1,['Declaration SAVED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[65702.0],budget 86566,UNKNOWN,0.0
declaration 86677,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[41150.0],budget 86566,declaration number 86678,468.12845681535055
declaration 86677,2,"['Declaration SUBMITTED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'SUPERVISOR']","[0.0, 15.0]","[nan, 15.0]","[4.0, 4.0]","[41150.0, 41165.0]",budget 86566,declaration number 86678,468.12845681535055
