CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,VariantIndex,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 28,3,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly']","['Value 9', 'Value 9', 'Value 9']","[0.0, 6.0, 13.0]","[nan, 6.0, 7.0]","[4.0, 4.0, 4.0]","[57239.0, 57245.0, 57252.0]",55,Value 1,Value 24,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 28,4,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Require upgrade']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 6.0, 13.0, 24.0]","[nan, 6.0, 7.0, 11.0]","[4.0, 4.0, 4.0, 4.0]","[57239.0, 57245.0, 57252.0, 57263.0]",55,Value 1,Value 24,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 28,5,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Require upgrade', 'Require upgrade']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 1']","[0.0, 6.0, 13.0, 24.0, 1728109.0]","[nan, 6.0, 7.0, 11.0, 1728085.0]","[4.0, 4.0, 4.0, 4.0, 3.0]","[57239.0, 57245.0, 57252.0, 57263.0, 57348.0]",55,Value 1,Value 24,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 28,6,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Require upgrade', 'Require upgrade', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 1', 'Value 1']","[0.0, 6.0, 13.0, 24.0, 1728109.0, 5069646.0]","[nan, 6.0, 7.0, 11.0, 1728085.0, 3341537.0]","[4.0, 4.0, 4.0, 4.0, 3.0, 0.0]","[57239.0, 57245.0, 57252.0, 57263.0, 57348.0, 29285.0]",55,Value 1,Value 24,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 29,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[36452.0],1,Value 1,Value 25,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 29,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 8.0]","[nan, 8.0]","[0.0, 0.0]","[36452.0, 36460.0]",1,Value 1,Value 25,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 29,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 8528.0]","[nan, 8.0, 8520.0]","[0.0, 0.0, 0.0]","[36452.0, 36460.0, 44980.0]",1,Value 1,Value 25,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 29,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 8.0, 8528.0, 3974586.0]","[nan, 8.0, 8520.0, 3966058.0]","[0.0, 0.0, 0.0, 4.0]","[36452.0, 36460.0, 44980.0, 36638.0]",1,Value 1,Value 25,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 31,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[45680.0],45,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 31,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 9']","[0.0, 239091.0]","[nan, 239091.0]","[0.0, 3.0]","[45680.0, 25571.0]",45,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 31,3,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly']","['Value 4', 'Value 9', 'Value 9']","[0.0, 239091.0, 239802.0]","[nan, 239091.0, 711.0]","[0.0, 3.0, 3.0]","[45680.0, 25571.0, 26282.0]",45,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 31,4,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Require upgrade']","['Value 4', 'Value 9', 'Value 9', 'Value 9']","[0.0, 239091.0, 239802.0, 239823.0]","[nan, 239091.0, 711.0, 21.0]","[0.0, 3.0, 3.0, 3.0]","[45680.0, 25571.0, 26282.0, 26303.0]",45,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 31,5,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Require upgrade', 'Resolve ticket']","['Value 4', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 239091.0, 239802.0, 239823.0, 2594959.0]","[nan, 239091.0, 711.0, 21.0, 2355136.0]","[0.0, 3.0, 3.0, 3.0, 2.0]","[45680.0, 25571.0, 26282.0, 26303.0, 48639.0]",45,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 31,6,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Require upgrade', 'Resolve ticket', 'Closed']","['Value 4', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 3']","[0.0, 239091.0, 239802.0, 239823.0, 2594959.0, 3890980.0]","[nan, 239091.0, 711.0, 21.0, 2355136.0, 1296021.0]","[0.0, 3.0, 3.0, 3.0, 2.0, 3.0]","[45680.0, 25571.0, 26282.0, 26303.0, 48639.0, 48660.0]",45,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 32,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[27524.0],1,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 32,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 18449.0]","[nan, 18449.0]","[2.0, 2.0]","[27524.0, 45973.0]",1,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 32,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 2']","[0.0, 18449.0, 88764.0]","[nan, 18449.0, 70315.0]","[2.0, 2.0, 3.0]","[27524.0, 45973.0, 29888.0]",1,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 32,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 2', 'Value 5']","[0.0, 18449.0, 88764.0, 3283306.0]","[nan, 18449.0, 70315.0, 3194542.0]","[2.0, 2.0, 3.0, 5.0]","[27524.0, 45973.0, 29888.0, 27630.0]",1,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 33,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[0.0],[48168.0],1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 33,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14']","[0.0, 1301458.0]","[nan, 1301458.0]","[0.0, 1.0]","[48168.0, 53626.0]",1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 33,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 14']","[0.0, 1301458.0, 1371377.0]","[nan, 1301458.0, 69919.0]","[0.0, 1.0, 2.0]","[48168.0, 53626.0, 37145.0]",1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 33,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 14', 'Value 14', 'Value 14', 'Value 3']","[0.0, 1301458.0, 1371377.0, 2667392.0]","[nan, 1301458.0, 69919.0, 1296015.0]","[0.0, 1.0, 2.0, 3.0]","[48168.0, 53626.0, 37145.0, 37160.0]",1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 35,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[29730.0],5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 35,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 5467.0]","[nan, 5467.0]","[2.0, 2.0]","[29730.0, 35197.0]",5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 35,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 5']","[0.0, 5467.0, 4493113.0]","[nan, 5467.0, 4487646.0]","[2.0, 2.0, 5.0]","[29730.0, 35197.0, 30043.0]",5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 37,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[40387.0],92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 26.0]","[nan, 26.0]","[3.0, 3.0]","[40387.0, 40413.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9']","[0.0, 26.0, 14815.0]","[nan, 26.0, 14789.0]","[3.0, 3.0, 3.0]","[40387.0, 40413.0, 55202.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 2']","[0.0, 26.0, 14815.0, 1735851.0]","[nan, 26.0, 14789.0, 1721036.0]","[3.0, 3.0, 3.0, 2.0]","[40387.0, 40413.0, 55202.0, 48238.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 2', 'Value 2']","[0.0, 26.0, 14815.0, 1735851.0, 1735860.0]","[nan, 26.0, 14789.0, 1721036.0, 9.0]","[3.0, 3.0, 3.0, 2.0, 2.0]","[40387.0, 40413.0, 55202.0, 48238.0, 48247.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9', 'Value 2', 'Value 2', 'Value 2']","[0.0, 26.0, 14815.0, 1735851.0, 1735860.0, 1743285.0]","[nan, 26.0, 14789.0, 1721036.0, 9.0, 7425.0]","[3.0, 3.0, 3.0, 2.0, 2.0, 2.0]","[40387.0, 40413.0, 55202.0, 48238.0, 48247.0, 55672.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,7,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 26.0, 14815.0, 1735851.0, 1735860.0, 1743285.0, 1895083.0]","[nan, 26.0, 14789.0, 1721036.0, 9.0, 7425.0, 151798.0]","[3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0]","[40387.0, 40413.0, 55202.0, 48238.0, 48247.0, 55672.0, 34670.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,8,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 26.0, 14815.0, 1735851.0, 1735860.0, 1743285.0, 1895083.0, 1895088.0]","[nan, 26.0, 14789.0, 1721036.0, 9.0, 7425.0, 151798.0, 5.0]","[3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0]","[40387.0, 40413.0, 55202.0, 48238.0, 48247.0, 55672.0, 34670.0, 34675.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,9,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 9', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 26.0, 14815.0, 1735851.0, 1735860.0, 1743285.0, 1895083.0, 1895088.0, 4483514.0]","[nan, 26.0, 14789.0, 1721036.0, 9.0, 7425.0, 151798.0, 5.0, 2588426.0]","[3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 6.0]","[40387.0, 40413.0, 55202.0, 48238.0, 48247.0, 55672.0, 34670.0, 34675.0, 31101.0]",92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[32192.0],1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 1855.0]","[nan, 1855.0]","[1.0, 1.0]","[32192.0, 34047.0]",1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 4']","[0.0, 1855.0, 7016.0]","[nan, 1855.0, 5161.0]","[1.0, 1.0, 1.0]","[32192.0, 34047.0, 39208.0]",1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 4', 'Value 5']","[0.0, 1855.0, 7016.0, 3974628.0]","[nan, 1855.0, 5161.0, 3967612.0]","[1.0, 1.0, 1.0, 5.0]","[32192.0, 34047.0, 39208.0, 32420.0]",1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[58159.0],1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 640.0]","[nan, 640.0]","[0.0, 0.0]","[58159.0, 58799.0]",1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 640.0, 692.0]","[nan, 640.0, 52.0]","[0.0, 0.0, 0.0]","[58159.0, 58799.0, 58851.0]",1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 640.0, 692.0, 2764869.0]","[nan, 640.0, 52.0, 2764177.0]","[0.0, 0.0, 0.0, 4.0]","[58159.0, 58799.0, 58851.0, 58228.0]",1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 47,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[35298.0],1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 25.0]","[nan, 25.0]","[2.0, 2.0]","[35298.0, 35323.0]",1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 15']","[0.0, 25.0, 450976.0]","[nan, 25.0, 450951.0]","[2.0, 2.0, 0.0]","[35298.0, 35323.0, 54274.0]",1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 15', 'Value 5']","[0.0, 25.0, 450976.0, 3196939.0]","[nan, 25.0, 450951.0, 2745963.0]","[2.0, 2.0, 0.0, 4.0]","[35298.0, 35323.0, 54274.0, 35437.0]",1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 50,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[39181.0],6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[0.0, 410.0]","[nan, 410.0]","[0.0, 0.0]","[39181.0, 39591.0]",6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4']","[0.0, 410.0, 20693.0]","[nan, 410.0, 20283.0]","[0.0, 0.0, 0.0]","[39181.0, 39591.0, 59874.0]",6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4', 'Value 4']","[0.0, 410.0, 20693.0, 20694.0]","[nan, 410.0, 20283.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[39181.0, 39591.0, 59874.0, 59875.0]",6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 4', 'Value 4', 'Value 4', 'Value 5']","[0.0, 410.0, 20693.0, 20694.0, 2678876.0]","[nan, 410.0, 20283.0, 1.0, 2658182.0]","[0.0, 0.0, 0.0, 0.0, 3.0]","[39181.0, 39591.0, 59874.0, 59875.0, 39657.0]",6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 51,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[2.0],[50136.0],2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[0.0, 61890.0]","[nan, 61890.0]","[2.0, 3.0]","[50136.0, 25626.0]",2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 4', 'Value 10']","[0.0, 61890.0, 148851.0]","[nan, 61890.0, 86961.0]","[2.0, 3.0, 4.0]","[50136.0, 25626.0, 26187.0]",2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 10', 'Value 10']","[0.0, 61890.0, 148851.0, 1626328.0]","[nan, 61890.0, 86961.0, 1477477.0]","[2.0, 3.0, 4.0, 0.0]","[50136.0, 25626.0, 26187.0, 34864.0]",2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 4', 'Value 4', 'Value 10', 'Value 10', 'Value 5']","[0.0, 61890.0, 148851.0, 1626328.0, 3000885.0]","[nan, 61890.0, 86961.0, 1477477.0, 1374557.0]","[2.0, 3.0, 4.0, 0.0, 2.0]","[50136.0, 25626.0, 26187.0, 34864.0, 27021.0]",2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 52,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[55106.0],1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 9.0]","[nan, 9.0]","[3.0, 3.0]","[55106.0, 55115.0]",1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 9.0, 70082.0]","[nan, 9.0, 70073.0]","[3.0, 3.0, 4.0]","[55106.0, 55115.0, 38788.0]",1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 9.0, 70082.0, 4147349.0]","[nan, 9.0, 70073.0, 4077267.0]","[3.0, 3.0, 4.0, 2.0]","[55106.0, 55115.0, 38788.0, 55255.0]",1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 54,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[30059.0],1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1903791.0]","[nan, 1903791.0]","[3.0, 4.0]","[30059.0, 33050.0]",1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 1903791.0, 2188403.0]","[nan, 1903791.0, 284612.0]","[3.0, 4.0, 0.0]","[30059.0, 33050.0, 58462.0]",1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 3']","[0.0, 1903791.0, 2188403.0, 3484421.0]","[nan, 1903791.0, 284612.0, 1296018.0]","[3.0, 4.0, 0.0, 1.0]","[30059.0, 33050.0, 58462.0, 58480.0]",1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 55,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[2.0],[57102.0],2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 9']","[0.0, 430041.0]","[nan, 430041.0]","[2.0, 0.0]","[57102.0, 55143.0]",2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 9', 'Value 9']","[0.0, 430041.0, 1011190.0]","[nan, 430041.0, 581149.0]","[2.0, 0.0, 0.0]","[57102.0, 55143.0, 31492.0]",2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 9', 'Value 9', 'Value 9']","[0.0, 430041.0, 1011190.0, 2219381.0]","[nan, 430041.0, 581149.0, 1208191.0]","[2.0, 0.0, 0.0, 0.0]","[57102.0, 55143.0, 31492.0, 30083.0]",2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 4', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 430041.0, 1011190.0, 2219381.0, 3515394.0]","[nan, 430041.0, 581149.0, 1208191.0, 1296013.0]","[2.0, 0.0, 0.0, 0.0, 1.0]","[57102.0, 55143.0, 31492.0, 30083.0, 30096.0]",2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 56,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[41578.0],5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 56,2,"['Assign seriousness', 'Resolve ticket']","['Value 2', 'Value 2']","[0.0, 25.0]","[nan, 25.0]","[0.0, 0.0]","[41578.0, 41603.0]",5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 56,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 5']","[0.0, 25.0, 3802047.0]","[nan, 25.0, 3802022.0]","[0.0, 0.0, 2.0]","[41578.0, 41603.0, 42025.0]",5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 57,1,['Assign seriousness'],['Value 6'],[0.0],[nan],[4.0],[34763.0],1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 6']","[0.0, 364610.0]","[nan, 364610.0]","[4.0, 1.0]","[34763.0, 53773.0]",1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 6', 'Value 6', 'Value 6']","[0.0, 364610.0, 367182.0]","[nan, 364610.0, 2572.0]","[4.0, 1.0, 1.0]","[34763.0, 53773.0, 56345.0]",1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 6', 'Value 6', 'Value 6', 'Value 5']","[0.0, 364610.0, 367182.0, 2768492.0]","[nan, 364610.0, 2572.0, 2401310.0]","[4.0, 1.0, 1.0, 1.0]","[34763.0, 53773.0, 56345.0, 38455.0]",1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 59,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[44917.0],6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 10.0]","[nan, 10.0]","[2.0, 2.0]","[44917.0, 44927.0]",6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 10.0, 11060.0]","[nan, 10.0, 11050.0]","[2.0, 2.0, 2.0]","[44917.0, 44927.0, 55977.0]",6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
